acode,catRank,categoryName,entryArt,entryPayart,eventDate,eventName,eventRaceNr,overCategoryName,overRank,provider,raceNr,racePayload,resultState,runtime,startNumber
2M4F6MF5,3,Männer 60,Bezahlt,Post/Bank,21.06.2009,"Männlichen Halbmarathon, Grindelwald",5DA5AF5F4B1FB419C696943DF3F3CDA3,Overall Männer,70,Datasport,11536,8F118F491D196854543E7EC05E2056B645E6F4AD6014502D19109698278F1ED5,Klassiert,"2:39.21,8",31
2M4F6MF5,,Herren 2 (39.),,,06.06.2009,"Niesenlauf, Mülenen",C067EBDE6054C5331FF6D4D5550855E8,,,Athlet,0,2014C489A3EC9E78380DFE0DB038F80F709FD64FDCF9153960CEE14E344DA968,,"1:30.12,0",
2M4F6MF5,15,(M60) 15 km Männer 60-64 Jahre,Bezahlt,Post/Bank,21.03.2009,Kerzerslauf,B2A462D9F9C7148947565C2DB1416ED8,Overall 15 km,1038,Datasport,11101,36BBBB162B9D34032EE73D652015808ED5AD5A9F8600C3B15DB1A927107FD35C,Klassiert,"1:07.20,8",4303
2M4F6MF5,,Senioren III (8.),,,12.10.2008,"Napf-Marathon, Trubschachen",C067EBDE6054C5331FF6D4D5550855E8,,,Athlet,0,2014C489A3EC9E78380DFE0DB038F80F709FD64FDCF9153960CEE14E344DA968,,"4:21.17,0",
2M4F6MF5,57,Männer 55,Bezahlt,,06.09.2008,"Jungfrau-Marathon, Interlaken",B1D72C2A4384A19AA1F666CA9C574659,Overall Männer,1219,Datasport,10106,95F33D24207E9B14197B26EB7B4DB20BA4BBC04193DDFC402B2B9CE121FC6F05,Klassiert,"4:59.44,3",876
2M4F6MF5,52,138km Herren Fun 4,Bezahlt,,30.08.2008,"Nationalpark Bike Marathon, Scuol",3D57F0D8BC9D1CE92C6E321F1E9A0AE6,138km Männer,513,Datasport,10345,9B4987D35D5C24B34FAF999C9E3DFABEED75D6A712540A780ABA46810EF732FD,Klassiert,"10:27.52,0",820
2M4F6MF5,26,M50,Vorgemeldet,,09.08.2008,"Glacier 3000 Run, Gstaad",3A2E9822AB8CB29D1750B772E452A9F2,Overall Männer,140,Datasport,10434,0F6C4446424875FFBE86A66F2C0B87021E050E3F62B78CBB211171FB860FDE07,Klassiert,"3:36.08,5",540
2M4F6MF5,10,Männer 55+,Bezahlt,,29.06.2008,"Aletsch-Halbmarathon, Bettmeralp",6460B5821A24F52A75B8654FB91260F4,Overall Männer,283,Datasport,10933,E2A95C7F2B48F562F8B60F24A7CD2390EAFAAF19A0F70028A882B47262851ED7,Klassiert,"2:24.43,2",423
2M4F6MF5,,Herren 2 (28.),,,07.06.2008,"Niesenlauf, Mülenen",C067EBDE6054C5331FF6D4D5550855E8,,,Athlet,0,2014C489A3EC9E78380DFE0DB038F80F709FD64FDCF9153960CEE14E344DA968,,"1:26.03,0",
2M4F6MF5,26,Herren 50,Bezahlt,,25.05.2008,"Blüemlisalp-Lauf, Reichenbach",1B0D18EECF82BAFDF283D0992D1D3948,Overall 10 Meilen Herren,137,Datasport,10409,58A6F1E8C53A86FC2286190CA50F692DF0D24F37ECBB1BE6EE99061826E2EE60,Klassiert,"1:38.03,1",201
2M4F6MF5,,M55 16Km (90.),,,01.05.2008,"GP-Bern, Bern",C067EBDE6054C5331FF6D4D5550855E8,,,Athlet,0,2014C489A3EC9E78380DFE0DB038F80F709FD64FDCF9153960CEE14E344DA968,,"1:18.09,0",
2M4F6MF5,,M55 16.093Km (88.),,,01.05.2007,"GP-Bern , Bern",C067EBDE6054C5331FF6D4D5550855E8,,,Athlet,0,2014C489A3EC9E78380DFE0DB038F80F709FD64FDCF9153960CEE14E344DA968,,"1:15.59,0",
2M4F6MF5,74,Männer 55,Bezahlt,,09.09.2006,"Jungfrau-Marathon, Interlaken",7B612E6A5E69965F33E6B94E0FCA4E19,Männer,1576,Datasport,8106,0F8FE888141357E89734C840ECBDE7B668FE35FF11BF9518C2E0199D0DA5507D,Klassiert,"5:13.36,1",667
2M4F6MF5,100,Männer M55,Bezahlt,,13.05.2006,Grand Prix von Bern,023F1BDCFBC09399B30A0E3E2FB86B76,Männer Grand Prix von Bern,2925,Datasport,8104,92AABC807C7527D7868AE8125CA475639DA2C77FD35BDF69EB6272E0FDFA634E,Klassiert,"1:15.09,7",5228
2M4F6MF5,59,Männer 55,Bezahlt,,10.09.2005,"Jungfrau-Marathon, Interlaken",DBDFFF2A902274A5C692B284D3A1CDC4,Männer,1240,Datasport,7106,38078F1C5DCB530EB71203C13B2B96A48E1993E6AE36547EBA729938BFA692C2,Klassiert,"4:57.00,8",671
